raw_log,timestamp,user_id,transaction_type,amount,currency,location,device,is_parsed,parse_errors,amount_raw,hour,day_of_week,is_weekend
04/07/2025 06:52:53 ::: user1004 *** PURCHASE ::: amt:166.4$ @ Liverpool <Pixel 6>,2025-07-04 06:52:53,user1004,purchase,166.4,£,Liverpool,Pixel 6,True,,166.4,6,4,False
2025-06-14 17:44:37 >> [user1082] did top-up - amt=$222.14 - London // dev:Xiaomi Mi 11,2025-06-14 17:44:37,user1082,top,166.6,$,London,Xiaomi Mi 11,True,,222.14,17,5,True
usr:user1067|transfer|€1320.47|Leeds|2025-07-18 05:38:51|None,2025-07-18 05:38:51,user1067,transfer,1148.81,€,Leeds,,True,,1320.47,5,4,False
2025-07-06 20:43:57 - user=user1088 - action=withdrawal £1394.42 - ATM: Liverpool - device=Xiaomi Mi 11,2025-07-06 20:43:57,user1088,withdrawal,1394.42,£,Liverpool,Xiaomi Mi 11,True,,1394.42,20,6,True
2025-07-25 06:25:44 >> [user1048] did top-up - amt=$1625.09 - Liverpool // dev:Xiaomi Mi 11,2025-07-25 06:25:44,user1048,top,1218.82,$,Liverpool,Xiaomi Mi 11,True,,1625.09,6,4,False
user1045 2025-07-25 02:19:31 debit 279.4 Cardiff Pixel 6,2025-07-25 02:19:31,user1045,debit,279.4,£,Cardiff,Pixel,True,,279.4,2,4,False
2025-06-04 17:23:38::user1034::cashout::365.23::Leeds::Pixel 6,2025-06-04 17:23:38,user1034,cashout,365.23,£,Leeds,Pixel 6,True,,365.23,17,2,False
usr:user1024|refund|€413.63|London|2025-06-24 04:23:59|Nokia 3310,2025-06-24 04:23:59,user1024,refund,359.86,€,London,Nokia 3310,True,,413.63,4,1,False
user1045 2025-07-07 06:46:13 debit 2325.13 Liverpool None,2025-07-07 06:46:13,user1045,debit,2325.13,£,Liverpool,,True,,2325.13,6,0,False
12/06/2025 04:51:04 ::: user1008 *** WITHDRAWAL ::: amt:1651.42£ @ Birmingham <Xiaomi Mi 11>,2025-06-12 04:51:04,user1008,withdrawal,1651.42,£,Birmingham,Xiaomi Mi 11,True,,1651.42,4,3,False
usr:user1010|debit|$4087.79|Leeds|2025-07-02 15:39:39|Pixel 6,2025-07-02 15:39:39,user1010,debit,3065.84,$,Leeds,Pixel 6,True,,4087.79,15,2,False
2025-06-30 11:34:05::user1025::top-up::4361.75::London::Xiaomi Mi 11,2025-06-30 11:34:05,user1025,top-up,4361.75,£,London,Xiaomi Mi 11,True,,4361.75,11,0,False
user1064 2025-07-04 05:35:14 cashout 3660.51 Liverpool Pixel 6,2025-07-04 05:35:14,user1064,cashout,3660.51,£,Liverpool,Pixel,True,,3660.51,5,4,False
2025-07-11 05:28:00::user1063::deposit::3802.8::None::None,2025-07-11 05:28:00,user1063,deposit,3802.8,,,,True,,3802.8,5,4,False
19/07/2025 15:58:04 ::: user1043 *** DEPOSIT ::: amt:2027.7$ @ Liverpool <Nokia 3310>,2025-07-19 15:58:04,user1043,deposit,2027.7,£,Liverpool,Nokia 3310,True,,2027.7,15,5,True
usr:user1081|top-up|£3398.5|Liverpool|2025-07-16 21:58:41|Pixel 6,2025-07-16 21:58:41,user1081,top-up,3398.5,£,Liverpool,Pixel 6,True,,3398.5,21,2,False
2025-06-06 16:43:29 >> [user1093] did purchase - amt=$4985.41 - London // dev:None,2025-06-06 16:43:29,user1093,purchase,3739.06,$,London,,True,,4985.41,16,4,False
2025-06-30 03:19:39 - user=user1064 - action=purchase £2360.05 - ATM: Leeds - device=Nokia 3310,2025-06-30 03:19:39,user1064,purchase,2360.05,£,Leeds,Nokia 3310,True,,2360.05,3,0,False
2025-07-19 21:26:51 >> [user1028] did withdrawal - amt=$2407.17 - Leeds // dev:Huawei P30,2025-07-19 21:26:51,user1028,withdrawal,1805.38,$,Leeds,Huawei P30,True,,2407.17,21,5,True
2025-06-28 00:03:24 | user: user1011 | txn: withdrawal of £248.26 from None | device: Huawei P30,2025-06-28 00:03:24,user1011,withdrawal,248.26,£,,Huawei P30,True,,248.26,0,5,True
2025-07-10 09:05:23 - user=user1014 - action=transfer £2802.01 - ATM: Glasgow - device=Xiaomi Mi 11,2025-07-10 09:05:23,user1014,transfer,2802.01,£,Glasgow,Xiaomi Mi 11,True,,2802.01,9,3,False
22/07/2025 13:08:56 ::: user1043 *** DEBIT ::: amt:4139.34£ @ Liverpool <Pixel 6>,2025-07-22 13:08:56,user1043,debit,4139.34,£,Liverpool,Pixel 6,True,,4139.34,13,1,False
2025-06-16 08:24:44::user1014::cashout::4946.81::Cardiff::Nokia 3310,2025-06-16 08:24:44,user1014,cashout,4946.81,£,Cardiff,Nokia 3310,True,,4946.81,8,0,False
2025-06-14 11:03:30 >> [user1073] did transfer - amt=$2494.23 - Liverpool // dev:None,2025-06-14 11:03:30,user1073,transfer,1870.67,$,Liverpool,,True,,2494.23,11,5,True
usr:user1022|purchase|€4699.5|Glasgow|2025-07-29 15:45:44|Samsung Galaxy S10,2025-07-29 15:45:44,user1022,purchase,4088.57,€,Glasgow,Samsung Galaxy S10,True,,4699.5,15,1,False
2025-06-18 15:47:25::user1017::debit::870.13::Manchester::Nokia 3310,2025-06-18 15:47:25,user1017,debit,870.13,£,Manchester,Nokia 3310,True,,870.13,15,2,False
2025-06-12 16:03:16 | user: user1028 | txn: withdrawal of €2999.39 from London | device: Huawei P30,2025-06-12 16:03:16,user1028,withdrawal,2609.47,€,London,Huawei P30,True,,2999.39,16,3,False
29/06/2025 08:29:30 ::: user1076 *** PURCHASE ::: amt:1156.39€ @ Liverpool <Xiaomi Mi 11>,2025-06-29 08:29:30,user1076,purchase,1156.39,£,Liverpool,Xiaomi Mi 11,True,,1156.39,8,6,True
2025-06-08 08:59:50::user1090::refund::1647.22::Liverpool::Xiaomi Mi 11,2025-06-08 08:59:50,user1090,refund,1647.22,£,Liverpool,Xiaomi Mi 11,True,,1647.22,8,6,True
04/06/2025 20:57:06 ::: user1054 *** REFUND ::: amt:681.29$ @ Glasgow <Nokia 3310>,2025-06-04 20:57:06,user1054,refund,681.29,£,Glasgow,Nokia 3310,True,,681.29,20,2,False
2025-07-12 17:34:25::user1037::debit::898.07::Manchester::Nokia 3310,2025-07-12 17:34:25,user1037,debit,898.07,£,Manchester,Nokia 3310,True,,898.07,17,5,True
2025-06-15 00:25:04 >> [user1089] did purchase - amt=£730.88 - Manchester // dev:Xiaomi Mi 11,2025-06-15 00:25:04,user1089,purchase,730.88,£,Manchester,Xiaomi Mi 11,True,,730.88,0,6,True
2025-06-07 15:47:52 - user=user1020 - action=transfer $2833.92 - ATM: Cardiff - device=Huawei P30,2025-06-07 15:47:52,user1020,transfer,2125.44,$,Cardiff,Huawei P30,True,,2833.92,15,5,True
2025-06-04 04:15:59 | user: user1064 | txn: cashout of €1691.92 from Manchester | device: Xiaomi Mi 11,2025-06-04 04:15:59,user1064,cashout,1471.97,€,Manchester,Xiaomi Mi 11,True,,1691.92,4,2,False
2025-06-21 16:27:06 >> [user1074] did cashout - amt=$868.28 - Birmingham // dev:iPhone 13,2025-06-21 16:27:06,user1074,cashout,651.21,$,Birmingham,iPhone 13,True,,868.28,16,5,True
2025-07-23 01:37:32::user1044::cashout::2131.05::London::Pixel 6,2025-07-23 01:37:32,user1044,cashout,2131.05,£,London,Pixel 6,True,,2131.05,1,2,False
usr:user1027|top-up|€4219.33|Leeds|2025-07-20 12:50:11|Xiaomi Mi 11,2025-07-20 12:50:11,user1027,top-up,3670.82,€,Leeds,Xiaomi Mi 11,True,,4219.33,12,6,True
22/07/2025 20:04:47 ::: user1027 *** DEPOSIT ::: amt:4880.86£ @ Manchester <Samsung Galaxy S10>,2025-07-22 20:04:47,user1027,deposit,4880.86,£,Manchester,Samsung Galaxy S10,True,,4880.86,20,1,False
2025-06-04 18:21:06 - user=user1087 - action=withdrawal £2267.92 - ATM: Manchester - device=None,2025-06-04 18:21:06,user1087,withdrawal,2267.92,£,Manchester,,True,,2267.92,18,2,False
2025-06-19 20:15:57 | user: user1074 | txn: refund of $4866.91 from Birmingham | device: Nokia 3310,2025-06-19 20:15:57,user1074,refund,3650.18,$,Birmingham,Nokia 3310,True,,4866.91,20,3,False
2025-06-29 22:16:36 - user=user1020 - action=cashout $4686.37 - ATM: Birmingham - device=Nokia 3310,2025-06-29 22:16:36,user1020,cashout,3514.78,$,Birmingham,Nokia 3310,True,,4686.37,22,6,True
2025-07-20 08:42:46 - user=user1068 - action=debit $4411.33 - ATM: Birmingham - device=Huawei P30,2025-07-20 08:42:46,user1068,debit,3308.5,$,Birmingham,Huawei P30,True,,4411.33,8,6,True
2025-07-12 08:21:00 | user: user1020 | txn: cashout of $4990.94 from None | device: Xiaomi Mi 11,2025-07-12 08:21:00,user1020,cashout,3743.2,$,,Xiaomi Mi 11,True,,4990.94,8,5,True
2025-07-26 12:59:07::user1080::transfer::690.42::Cardiff::Huawei P30,2025-07-26 12:59:07,user1080,transfer,690.42,£,Cardiff,Huawei P30,True,,690.42,12,5,True
2025-06-28 19:44:48 | user: user1014 | txn: deposit of £4237.88 from None | device: Pixel 6,2025-06-28 19:44:48,user1014,deposit,4237.88,£,,Pixel 6,True,,4237.88,19,5,True
usr:user1013|refund|€986.31|Cardiff|2025-07-29 08:02:59|Samsung Galaxy S10,2025-07-29 08:02:59,user1013,refund,858.09,€,Cardiff,Samsung Galaxy S10,True,,986.31,8,1,False
2025-06-12 09:16:16 - user=user1076 - action=deposit £4257.96 - ATM: Leeds - device=Samsung Galaxy S10,2025-06-12 09:16:16,user1076,deposit,4257.96,£,Leeds,Samsung Galaxy S10,True,,4257.96,9,3,False
08/06/2025 05:00:03 ::: user1058 *** DEBIT ::: amt:2347.41$ @ Cardiff <Samsung Galaxy S10>,2025-06-08 05:00:03,user1058,debit,2347.41,£,Cardiff,Samsung Galaxy S10,True,,2347.41,5,6,True
2025-06-04 13:44:05 - user=user1020 - action=deposit €4289.37 - ATM: Cardiff - device=Samsung Galaxy S10,2025-06-04 13:44:05,user1020,deposit,3731.75,€,Cardiff,Samsung Galaxy S10,True,,4289.37,13,2,False
2025-07-19 09:26:32 | user: user1033 | txn: debit of €959.8 from Manchester | device: Pixel 6,2025-07-19 09:26:32,user1033,debit,835.03,€,Manchester,Pixel 6,True,,959.8,9,5,True
2025-06-23 06:58:16 - user=user1048 - action=refund £2219.34 - ATM: None - device=Huawei P30,2025-06-23 06:58:16,user1048,refund,2219.34,£,,Huawei P30,True,,2219.34,6,0,False
2025-07-19 10:48:30 >> [user1025] did withdrawal - amt=£1492.81 - Birmingham // dev:iPhone 13,2025-07-19 10:48:30,user1025,withdrawal,1492.81,£,Birmingham,iPhone 13,True,,1492.81,10,5,True
2025-06-06 00:17:22 - user=user1081 - action=cashout €3659.59 - ATM: Cardiff - device=Samsung Galaxy S10,2025-06-06 00:17:22,user1081,cashout,3183.84,€,Cardiff,Samsung Galaxy S10,True,,3659.59,0,4,False
2025-06-12 13:03:11 >> [user1020] did debit - amt=€4815.23 - Manchester // dev:Xiaomi Mi 11,2025-06-12 13:03:11,user1020,debit,4189.25,€,Manchester,Xiaomi Mi 11,True,,4815.23,13,3,False
2025-07-23 00:22:49::user1045::top-up::1306.7::Manchester::Pixel 6,2025-07-23 00:22:49,user1045,top-up,1306.7,£,Manchester,Pixel 6,True,,1306.7,0,2,False
usr:user1073|purchase|€1216.3|Liverpool|2025-07-24 20:53:42|Huawei P30,2025-07-24 20:53:42,user1073,purchase,1058.18,€,Liverpool,Huawei P30,True,,1216.3,20,3,False
15/06/2025 17:01:32 ::: user1083 *** DEBIT ::: amt:4004.26€ @ Liverpool <Pixel 6>,2025-06-15 17:01:32,user1083,debit,4004.26,£,Liverpool,Pixel 6,True,,4004.26,17,6,True
2025-06-09 08:20:42 >> [user1064] did cashout - amt=$3718.02 - Cardiff // dev:None,2025-06-09 08:20:42,user1064,cashout,2788.51,$,Cardiff,,True,,3718.02,8,0,False
2025-07-27 18:40:58 - user=user1083 - action=refund €1611.89 - ATM: Leeds - device=Huawei P30,2025-07-27 18:40:58,user1083,refund,1402.34,€,Leeds,Huawei P30,True,,1611.89,18,6,True
2025-06-23 16:10:21 >> [user1044] did purchase - amt=$4603.31 - Manchester // dev:Nokia 3310,2025-06-23 16:10:21,user1044,purchase,3452.48,$,Manchester,Nokia 3310,True,,4603.31,16,0,False
2025-06-24 20:09:16 - user=user1028 - action=debit $3461.97 - ATM: Manchester - device=Xiaomi Mi 11,2025-06-24 20:09:16,user1028,debit,2596.48,$,Manchester,Xiaomi Mi 11,True,,3461.97,20,1,False
2025-06-05 08:02:14 | user: user1098 | txn: withdrawal of £1594.27 from Glasgow | device: Xiaomi Mi 11,2025-06-05 08:02:14,user1098,withdrawal,1594.27,£,Glasgow,Xiaomi Mi 11,True,,1594.27,8,3,False
usr:user1083|purchase|£1913.38|Liverpool|2025-06-18 03:42:31|Xiaomi Mi 11,2025-06-18 03:42:31,user1083,purchase,1913.38,£,Liverpool,Xiaomi Mi 11,True,,1913.38,3,2,False
2025-07-05 13:30:31 - user=user1083 - action=withdrawal $2088.6 - ATM: Glasgow - device=Nokia 3310,2025-07-05 13:30:31,user1083,withdrawal,1566.45,$,Glasgow,Nokia 3310,True,,2088.6,13,5,True
2025-07-18 06:51:27 | user: user1097 | txn: deposit of €2267.69 from Cardiff | device: Nokia 3310,2025-07-18 06:51:27,user1097,deposit,1972.89,€,Cardiff,Nokia 3310,True,,2267.69,6,4,False
user1068 2025-06-28 17:43:20 cashout 3109.34 Liverpool None,2025-06-28 17:43:20,user1068,cashout,3109.34,£,Liverpool,,True,,3109.34,17,5,True
user1040 2025-06-24 11:12:25 transfer 4270.38 Manchester None,2025-06-24 11:12:25,user1040,transfer,4270.38,£,Manchester,,True,,4270.38,11,1,False
usr:user1067|debit|€1568.29|Leeds|2025-06-17 05:05:14|Pixel 6,2025-06-17 05:05:14,user1067,debit,1364.41,€,Leeds,Pixel 6,True,,1568.29,5,1,False
2025-06-20 16:46:49::user1050::refund::72.35::Liverpool::Pixel 6,2025-06-20 16:46:49,user1050,refund,72.35,£,Liverpool,Pixel 6,True,,72.35,16,4,False
2025-06-16 23:17:03 | user: user1034 | txn: purchase of $4385.23 from Birmingham | device: Huawei P30,2025-06-16 23:17:03,user1034,purchase,3288.92,$,Birmingham,Huawei P30,True,,4385.23,23,0,False
2025-07-14 18:29:40 >> [user1073] did cashout - amt=$4189.8 - Manchester // dev:Huawei P30,2025-07-14 18:29:40,user1073,cashout,3142.35,$,Manchester,Huawei P30,True,,4189.8,18,0,False
user1054 2025-06-23 04:36:54 refund 245.27 None Samsung Galaxy S10,2025-06-23 04:36:54,user1054,refund,245.27,,,Samsung,True,,245.27,4,0,False
2025-06-23 13:47:37 | user: user1027 | txn: top-up of $1407.43 from Leeds | device: Nokia 3310,2025-06-23 13:47:37,user1027,top-up,1055.57,$,Leeds,Nokia 3310,True,,1407.43,13,0,False
2025-07-29 17:01:17 | user: user1006 | txn: refund of £445.97 from Birmingham | device: Pixel 6,2025-07-29 17:01:17,user1006,refund,445.97,£,Birmingham,Pixel 6,True,,445.97,17,1,False
2025-07-25 16:22:07 - user=user1047 - action=top-up €803.16 - ATM: Liverpool - device=Samsung Galaxy S10,2025-07-25 16:22:07,user1047,top-up,698.75,€,Liverpool,Samsung Galaxy S10,True,,803.16,16,4,False
2025-07-14 20:16:40 >> [user1033] did transfer - amt=$3089.09 - None // dev:None,2025-07-14 20:16:40,user1033,transfer,2316.82,$,None,,True,,3089.09,20,0,False
2025-06-08 01:17:03 - user=user1035 - action=purchase €4667.45 - ATM: Birmingham - device=None,2025-06-08 01:17:03,user1035,purchase,4060.68,€,Birmingham,,True,,4667.45,1,6,True
2025-06-07 03:14:46::user1009::cashout::3518.36::Liverpool::Samsung Galaxy S10,2025-06-07 03:14:46,user1009,cashout,3518.36,£,Liverpool,Samsung Galaxy S10,True,,3518.36,3,5,True
user1092 2025-07-10 09:35:32 refund 1133.68 Leeds Samsung Galaxy S10,2025-07-10 09:35:32,user1092,refund,1133.68,£,Leeds,Samsung,True,,1133.68,9,3,False
2025-07-29 11:15:02 - user=user1081 - action=transfer £2513.45 - ATM: Manchester - device=Xiaomi Mi 11,2025-07-29 11:15:02,user1081,transfer,2513.45,£,Manchester,Xiaomi Mi 11,True,,2513.45,11,1,False
2025-07-06 01:13:14::user1007::top-up::4306.21::Birmingham::None,2025-07-06 01:13:14,user1007,top-up,4306.21,£,Birmingham,,True,,4306.21,1,6,True
usr:user1049|top-up|€2513.26|Liverpool|2025-07-07 08:59:58|None,2025-07-07 08:59:58,user1049,top-up,2186.54,€,Liverpool,,True,,2513.26,8,0,False
18/07/2025 16:50:54 ::: user1074 *** CASHOUT ::: amt:1178.12£ @ None <Pixel 6>,2025-07-18 16:50:54,user1074,cashout,1178.12,,,Pixel 6,True,,1178.12,16,4,False
2025-07-12 10:17:23 - user=user1006 - action=purchase €3504.34 - ATM: Cardiff - device=Samsung Galaxy S10,2025-07-12 10:17:23,user1006,purchase,3048.78,€,Cardiff,Samsung Galaxy S10,True,,3504.34,10,5,True
usr:user1035|deposit|£1317.28|Birmingham|2025-07-17 14:03:10|Huawei P30,2025-07-17 14:03:10,user1035,deposit,1317.28,£,Birmingham,Huawei P30,True,,1317.28,14,3,False
usr:user1064|withdrawal|$2899.39|Leeds|2025-07-20 09:57:14|Samsung Galaxy S10,2025-07-20 09:57:14,user1064,withdrawal,2174.54,$,Leeds,Samsung Galaxy S10,True,,2899.39,9,6,True
2025-06-15 04:41:09::user1097::top-up::2473.62::Cardiff::iPhone 13,2025-06-15 04:41:09,user1097,top-up,2473.62,£,Cardiff,iPhone 13,True,,2473.62,4,6,True
2025-06-12 22:11:50::user1043::debit::3183.46::London::Samsung Galaxy S10,2025-06-12 22:11:50,user1043,debit,3183.46,£,London,Samsung Galaxy S10,True,,3183.46,22,3,False
2025-07-10 09:27:46 | user: user1011 | txn: debit of €1603.04 from London | device: None,2025-07-10 09:27:46,user1011,debit,1394.64,€,London,None,True,,1603.04,9,3,False
2025-07-22 20:56:21 | user: user1027 | txn: purchase of $1403.17 from Manchester | device: Huawei P30,2025-07-22 20:56:21,user1027,purchase,1052.38,$,Manchester,Huawei P30,True,,1403.17,20,1,False
2025-07-27 12:57:35::user1054::transfer::696.65::Liverpool::Nokia 3310,2025-07-27 12:57:35,user1054,transfer,696.65,£,Liverpool,Nokia 3310,True,,696.65,12,6,True
2025-07-06 05:57:45::user1077::purchase::3091.3::Liverpool::None,2025-07-06 05:57:45,user1077,purchase,3091.3,£,Liverpool,,True,,3091.3,5,6,True
usr:user1094|deposit|£3915.45|Cardiff|2025-07-20 21:25:50|Xiaomi Mi 11,2025-07-20 21:25:50,user1094,deposit,3915.45,£,Cardiff,Xiaomi Mi 11,True,,3915.45,21,6,True
2025-07-23 02:39:50::user1098::debit::883.25::London::Pixel 6,2025-07-23 02:39:50,user1098,debit,883.25,£,London,Pixel 6,True,,883.25,2,2,False
2025-07-19 11:41:03 | user: user1081 | txn: top-up of $633.61 from Glasgow | device: Pixel 6,2025-07-19 11:41:03,user1081,top-up,475.21,$,Glasgow,Pixel 6,True,,633.61,11,5,True
user1079 2025-07-28 23:18:42 debit 1725.32 Cardiff Huawei P30,2025-07-28 23:18:42,user1079,debit,1725.32,£,Cardiff,Huawei,True,,1725.32,23,0,False
2025-07-22 09:47:58 >> [user1074] did refund - amt=$1418.48 - Glasgow // dev:Samsung Galaxy S10,2025-07-22 09:47:58,user1074,refund,1063.86,$,Glasgow,Samsung Galaxy S10,True,,1418.48,9,1,False
2025-06-18 20:31:52 | user: user1037 | txn: refund of $4421.69 from Birmingham | device: iPhone 13,2025-06-18 20:31:52,user1037,refund,3316.27,$,Birmingham,iPhone 13,True,,4421.69,20,2,False
2025-07-27 20:11:25 - user=user1033 - action=refund £2807.71 - ATM: Liverpool - device=Huawei P30,2025-07-27 20:11:25,user1033,refund,2807.71,£,Liverpool,Huawei P30,True,,2807.71,20,6,True
usr:user1033|withdrawal|£588.43|Leeds|2025-06-18 07:57:14|Pixel 6,2025-06-18 07:57:14,user1033,withdrawal,588.43,£,Leeds,Pixel 6,True,,588.43,7,2,False
2025-07-12 11:59:48 >> [user1068] did refund - amt=£4022.91 - Glasgow // dev:Huawei P30,2025-07-12 11:59:48,user1068,refund,4022.91,£,Glasgow,Huawei P30,True,,4022.91,11,5,True
2025-07-25 11:53:19 >> [user1037] did deposit - amt=€4825.99 - None // dev:Pixel 6,2025-07-25 11:53:19,user1037,deposit,4198.61,€,None,Pixel 6,True,,4825.99,11,4,False
2025-06-16 16:28:48 | user: user1077 | txn: refund of €3591.75 from Glasgow | device: Nokia 3310,2025-06-16 16:28:48,user1077,refund,3124.82,€,Glasgow,Nokia 3310,True,,3591.75,16,0,False
2025-07-19 22:36:29 - user=user1025 - action=debit €556.04 - ATM: Liverpool - device=Nokia 3310,2025-07-19 22:36:29,user1025,debit,483.75,€,Liverpool,Nokia 3310,True,,556.04,22,5,True
2025-07-06 03:29:50 >> [user1059] did transfer - amt=$461.02 - London // dev:Xiaomi Mi 11,2025-07-06 03:29:50,user1059,transfer,345.76,$,London,Xiaomi Mi 11,True,,461.02,3,6,True
2025-06-29 15:18:53 >> [user1069] did deposit - amt=£3307.42 - London // dev:Samsung Galaxy S10,2025-06-29 15:18:53,user1069,deposit,3307.42,£,London,Samsung Galaxy S10,True,,3307.42,15,6,True
09/06/2025 20:49:18 ::: user1054 *** PURCHASE ::: amt:4436.73€ @ None <iPhone 13>,2025-06-09 20:49:18,user1054,purchase,4436.73,,,iPhone 13,True,,4436.73,20,0,False
2025-07-19 02:46:38::user1034::top-up::2249.21::Glasgow::Nokia 3310,2025-07-19 02:46:38,user1034,top-up,2249.21,£,Glasgow,Nokia 3310,True,,2249.21,2,5,True
2025-06-25 12:37:18 >> [user1041] did refund - amt=£1352.89 - Manchester // dev:None,2025-06-25 12:37:18,user1041,refund,1352.89,£,Manchester,,True,,1352.89,12,2,False
user1089 2025-07-17 23:31:57 refund 4549.63 Liverpool None,2025-07-17 23:31:57,user1089,refund,4549.63,£,Liverpool,,True,,4549.63,23,3,False
2025-06-24 00:48:06 - user=user1058 - action=refund £4839.24 - ATM: London - device=Samsung Galaxy S10,2025-06-24 00:48:06,user1058,refund,4839.24,£,London,Samsung Galaxy S10,True,,4839.24,0,1,False
2025-06-08 17:26:49 | user: user1040 | txn: top-up of $3115.58 from Birmingham | device: iPhone 13,2025-06-08 17:26:49,user1040,top-up,2336.68,$,Birmingham,iPhone 13,True,,3115.58,17,6,True
2025-07-08 04:12:26 - user=user1000 - action=cashout €3078.95 - ATM: Birmingham - device=Samsung Galaxy S10,2025-07-08 04:12:26,user1000,cashout,2678.69,€,Birmingham,Samsung Galaxy S10,True,,3078.95,4,1,False
2025-06-26 09:20:34 >> [user1028] did cashout - amt=$4250.91 - Glasgow // dev:Samsung Galaxy S10,2025-06-26 09:20:34,user1028,cashout,3188.18,$,Glasgow,Samsung Galaxy S10,True,,4250.91,9,3,False
usr:user1071|transfer|$2223.78|Glasgow|2025-06-12 20:57:28|Nokia 3310,2025-06-12 20:57:28,user1071,transfer,1667.84,$,Glasgow,Nokia 3310,True,,2223.78,20,3,False
user1054 2025-06-17 13:01:09 withdrawal 4295.65 Cardiff None,2025-06-17 13:01:09,user1054,withdrawal,4295.65,£,Cardiff,,True,,4295.65,13,1,False
2025-06-01 22:53:26::user1059::transfer::1178.12::Birmingham::None,2025-06-01 22:53:26,user1059,transfer,1178.12,£,Birmingham,,True,,1178.12,22,6,True
2025-06-11 01:01:59 - user=user1097 - action=top-up £3695.65 - ATM: Manchester - device=iPhone 13,2025-06-11 01:01:59,user1097,top-up,3695.65,£,Manchester,iPhone 13,True,,3695.65,1,2,False
usr:user1032|top-up|$3393.09|Cardiff|2025-06-13 04:47:05|None,2025-06-13 04:47:05,user1032,top-up,2544.82,$,Cardiff,,True,,3393.09,4,4,False
2025-06-01 18:36:35 - user=user1050 - action=transfer $20.56 - ATM: London - device=Huawei P30,2025-06-01 18:36:35,user1050,transfer,15.42,$,London,Huawei P30,True,,20.56,18,6,True
2025-07-26 19:19:49 - user=user1022 - action=debit £70.6 - ATM: Liverpool - device=Samsung Galaxy S10,2025-07-26 19:19:49,user1022,debit,70.6,£,Liverpool,Samsung Galaxy S10,True,,70.6,19,5,True
2025-06-25 03:36:34::user1064::debit::2281.86::London::Samsung Galaxy S10,2025-06-25 03:36:34,user1064,debit,2281.86,£,London,Samsung Galaxy S10,True,,2281.86,3,2,False
2025-07-18 11:13:32 - user=user1069 - action=refund €3741.32 - ATM: Glasgow - device=None,2025-07-18 11:13:32,user1069,refund,3254.95,€,Glasgow,,True,,3741.32,11,4,False
2025-07-05 22:51:24 | user: user1028 | txn: purchase of €880.56 from Cardiff | device: iPhone 13,2025-07-05 22:51:24,user1028,purchase,766.09,€,Cardiff,iPhone 13,True,,880.56,22,5,True
2025-07-23 16:55:06 - user=user1097 - action=top-up $4087.92 - ATM: Birmingham - device=Huawei P30,2025-07-23 16:55:06,user1097,top-up,3065.94,$,Birmingham,Huawei P30,True,,4087.92,16,2,False
user1054 2025-06-10 09:06:36 cashout 1073.81 London Xiaomi Mi 11,2025-06-10 09:06:36,user1054,cashout,1073.81,£,London,Xiaomi,True,,1073.81,9,1,False
2025-06-08 12:51:59::user1097::purchase::1040.03::Liverpool::Samsung Galaxy S10,2025-06-08 12:51:59,user1097,purchase,1040.03,£,Liverpool,Samsung Galaxy S10,True,,1040.03,12,6,True
18/06/2025 06:55:38 ::: user1091 *** DEBIT ::: amt:1936.24$ @ Liverpool <iPhone 13>,2025-06-18 06:55:38,user1091,debit,1936.24,£,Liverpool,iPhone 13,True,,1936.24,6,2,False
usr:user1050|refund|£2090.05|Glasgow|2025-06-02 13:14:07|Samsung Galaxy S10,2025-06-02 13:14:07,user1050,refund,2090.05,£,Glasgow,Samsung Galaxy S10,True,,2090.05,13,0,False
2025-07-08 02:51:46::user1077::top-up::2809.02::Birmingham::Xiaomi Mi 11,2025-07-08 02:51:46,user1077,top-up,2809.02,£,Birmingham,Xiaomi Mi 11,True,,2809.02,2,1,False
2025-07-19 05:33:35 | user: user1048 | txn: transfer of £320.59 from Birmingham | device: Nokia 3310,2025-07-19 05:33:35,user1048,transfer,320.59,£,Birmingham,Nokia 3310,True,,320.59,5,5,True
2025-07-11 11:13:18::user1014::refund::4374.17::Cardiff::Xiaomi Mi 11,2025-07-11 11:13:18,user1014,refund,4374.17,£,Cardiff,Xiaomi Mi 11,True,,4374.17,11,4,False
2025-07-27 12:15:06::user1087::cashout::4548.82::Leeds::Xiaomi Mi 11,2025-07-27 12:15:06,user1087,cashout,4548.82,£,Leeds,Xiaomi Mi 11,True,,4548.82,12,6,True
2025-06-22 09:54:18 - user=user1068 - action=top-up $3385.24 - ATM: London - device=Huawei P30,2025-06-22 09:54:18,user1068,top-up,2538.93,$,London,Huawei P30,True,,3385.24,9,6,True
user1017 2025-06-16 20:30:57 cashout 4307.99 Leeds Xiaomi Mi 11,2025-06-16 20:30:57,user1017,cashout,4307.99,£,Leeds,Xiaomi,True,,4307.99,20,0,False
19/06/2025 02:29:37 ::: user1084 *** TOP-UP ::: amt:334.04$ @ London <Huawei P30>,2025-06-19 02:29:37,user1084,top,334.04,£,London,Huawei P30,True,,334.04,2,3,False
17/07/2025 13:46:18 ::: user1047 *** CASHOUT ::: amt:2515.89£ @ Cardiff <Nokia 3310>,2025-07-17 13:46:18,user1047,cashout,2515.89,£,Cardiff,Nokia 3310,True,,2515.89,13,3,False
2025-06-16 00:56:35::user1041::refund::1890.14::None::None,2025-06-16 00:56:35,user1041,refund,1890.14,,,,True,,1890.14,0,0,False
